Entry,A,B,C,D,Total
Q9HGQ2,1,1,1,1,4
Q9HGY7,0,0,1,0,1
Q9HI69,0,1,0,0,1
Q9HJ83,0,1,1,1,3
Q9HL75,0,1,0,0,1
Q9HLE2,0,0,1,1,2
Q9HLN1,1,0,1,1,3
Q9HPG5,0,0,1,0,1
Q9HPZ2,0,0,1,0,1
Q9HTD7,0,0,1,0,1
Q9HU55,0,1,1,1,3
Q9HU72,1,0,0,0,1
Q9HUG8,1,0,0,0,1
Q9HUI8,1,0,0,0,1
Q9HUI9,1,0,0,0,1
Q9HUX6,0,0,1,1,2
Q9HW09,1,0,0,0,1
Q9HWG9,1,1,1,1,4
Q9HX48,1,1,0,1,3
Q9HXV4,0,0,1,1,2
Q9HYV6,1,0,0,0,1
Q9HZ00,1,1,1,1,4
Q9HZ62,0,0,0,1,1
Q9HZ66,0,0,1,0,1
Q9HZ71,0,1,0,0,1
Q9HZM9,0,0,0,1,1
Q9HZP5,1,0,0,0,1
Q9HZP6,1,0,1,0,2
Q9HZQ2,0,0,1,0,1
Q9I0K9,0,0,1,0,1
Q9I262,1,0,0,0,1
Q9I2A0,1,0,0,0,1
Q9I2Q2,0,1,1,0,2
Q9I2V5,0,1,1,1,3
Q9I2Y2,1,1,1,1,4
Q9I3S3,1,1,0,1,3
Q9I492,1,0,0,1,2
Q9I4C8,1,1,1,1,4
Q9I4E1,0,0,1,1,2
Q9I4N4,0,1,0,0,1
Q9I4V0,1,1,1,1,4
Q9I526,0,1,1,1,3
Q9I596,0,0,1,0,1
Q9I636,1,0,0,0,1
Q9I6C8,0,0,0,1,1
Q9I6J2,0,1,1,0,2
Q9I6Q3,1,0,0,0,1
Q9I6Z0,1,0,0,0,1
Q9I7I7,1,0,1,0,2
Q9I7S6,0,0,1,0,1
Q9I7T7,0,1,0,0,1
Q9I7U4,0,0,0,1,1
Q9I830,1,1,1,1,4
Q9I8B3,1,0,0,0,1
Q9I8D0,1,0,0,0,1
Q9I8D1,0,0,1,0,1
Q9I8F9,0,0,1,0,1
Q9I926,1,0,0,0,1
Q9I929,0,0,0,1,1
Q9I931,0,1,0,0,1
Q9I969,0,0,1,0,1
Q9I9B9,1,1,1,1,4
Q9I9H8,1,1,1,0,3
Q9IAJ6,1,0,0,0,1
Q9IAL8,1,0,1,1,3
Q9IBD1,1,1,0,1,3
Q9J4Z4,0,1,0,0,1
Q9J4Z5,1,1,1,1,4
Q9J4Z6,0,0,1,1,2
Q9J502,0,0,0,1,1
Q9J504,0,0,1,0,1
Q9J507,0,0,0,1,1
Q9J516,1,0,0,1,2
Q9J569,0,0,1,1,2
Q9J5A7,1,0,0,0,1
Q9J5H5,0,0,1,0,1
Q9J5H7,0,0,1,0,1
Q9J5H8,1,0,1,0,2
Q9J5H9,0,0,0,1,1
Q9J5I9,1,1,0,1,3
Q9JHB4,0,1,1,1,3
Q9JHG1,0,0,0,1,1
Q9JHJ0,0,0,0,1,1
Q9JHP7,1,1,1,1,4
Q9JHR7,1,0,1,0,2
Q9JHU4,0,0,1,0,1
Q9JHW0,0,1,1,1,3
Q9JHW1,1,0,0,0,1
Q9JHW2,0,1,0,0,1
Q9JHW4,1,1,1,1,4
Q9JI13,1,0,0,1,2
Q9JI39,0,1,1,1,3
Q9JI51,1,0,0,0,1
Q9JI70,0,0,1,1,2
Q9JI74,1,1,0,1,3
Q9JI78,0,1,0,0,1
Q9JI90,1,1,1,1,4
Q9JII5,0,1,0,0,1
Q9JII6,0,0,1,1,2
Q9JIM3,0,1,0,0,1
Q9JIM4,0,1,0,1,2
Q9JIS4,0,1,0,0,1
Q9JIS7,1,0,1,1,3
Q9JJ00,1,1,0,0,2
Q9JJ09,1,1,1,1,4
Q9JJ59,1,1,1,0,3
Q9JJ79,0,0,1,0,1
Q9JJ80,1,0,1,1,3
Q9JJC8,0,1,0,0,1
Q9JJF3,0,1,0,0,1
Q9JJK2,1,0,1,0,2
Q9JJK4,0,1,0,0,1
Q9JJL4,0,1,0,0,1
Q9JJN0,0,0,0,1,1
Q9JJT0,0,1,1,1,3
Q9JJX6,0,0,1,0,1
Q9JJX7,0,0,0,1,1
Q9JJZ8,0,1,1,1,3
Q9JJZ9,0,0,1,0,1
Q9JK25,1,0,0,0,1
Q9JK42,1,0,1,1,3
Q9JK82,0,0,1,0,1
Q9JK91,0,0,1,1,2
Q9JK97,0,1,1,1,3
Q9JKA7,1,1,1,1,4
Q9JKA8,1,1,1,1,4
Q9JKA9,1,0,1,0,2
Q9JKB0,1,1,1,1,4
Q9JKB8,1,1,0,1,3
Q9JKK8,1,0,0,0,1
Q9JKR5,1,0,0,0,1
Q9JKU3,0,0,1,0,1
Q9JKV2,0,0,0,1,1
Q9JKV7,0,0,0,1,1
Q9JL04,0,1,0,1,2
Q9JL18,0,1,1,0,2
Q9JLC8,0,1,0,1,2
Q9JLG8,1,1,1,1,4
Q9JLI7,1,1,1,1,4
Q9JLI8,0,0,0,1,1
Q9JLV6,0,0,1,0,1
Q9JLY7,1,1,1,1,4
Q9JM14,0,0,0,1,1
Q9JM15,0,1,1,1,3
Q9JM76,0,1,0,0,1
Q9JM83,1,1,1,1,4
Q9JM98,0,0,1,1,2
Q9JMB7,0,1,0,1,2
Q9JMC3,1,1,1,1,4
Q9JMD3,0,0,0,1,1
Q9JME5,0,1,1,0,2
Q9JMK2,1,0,0,0,1
Q9JMK8,0,0,1,1,2
Q9JSZ0,0,1,0,0,1
Q9JVQ5,0,0,1,0,1
Q9JYF7,1,0,0,0,1
Q9JYI8,0,1,1,0,2
Q9K0B0,0,0,0,1,1
Q9K0I2,1,0,1,0,2
Q9K0N0,0,0,0,1,1
Q9K5P0,1,0,0,0,1
Q9K6K1,0,0,1,1,2
Q9K6Y7,0,1,1,0,2
Q9K867,0,0,1,0,1
Q9K8Z4,0,0,0,1,1
Q9K907,0,1,1,0,2
Q9K993,1,1,0,0,2
Q9K9G5,1,0,0,0,1
Q9K9G8,1,1,0,0,2
Q9KA74,0,1,0,0,1
Q9KAH5,1,0,0,0,1
Q9KBI9,0,0,1,1,2
Q9KCQ5,0,0,1,0,1
Q9KCZ4,0,1,1,1,3
Q9KDD8,0,0,1,0,1
Q9KED3,1,0,0,0,1
Q9KF10,0,0,1,0,1
Q9KG32,1,1,1,1,4
Q9KGJ3,0,1,0,0,1
Q9KHE2,0,1,0,1,2
Q9KLK7,0,1,0,0,1
Q9KQH0,1,1,1,0,3
Q9KQH7,1,0,1,1,3
Q9KRK5,0,0,0,1,1
Q9KUW9,0,0,1,0,1
Q9KUX4,1,0,0,0,1
Q9KVD5,1,0,0,0,1
Q9KVU5,0,0,1,0,1
Q9KWU4,1,0,0,0,1
Q9KX40,1,0,1,1,3
Q9L0L6,0,1,1,1,3
Q9L4K0,1,0,1,0,2
Q9L4Q7,1,1,1,1,4
Q9L6B8,1,0,0,0,1
Q9L7R4,1,1,1,1,4
Q9L9D7,0,1,1,1,3
Q9L9F2,1,0,0,1,2
Q9L9F4,0,0,1,1,2
Q9L9G0,1,1,1,0,3
Q9LAP7,0,1,0,0,1
Q9LBG2,1,1,1,1,4
Q9LBV3,0,1,1,0,2
Q9LCQ4,0,1,1,1,3
Q9LD55,1,1,1,1,4
Q9LDC0,1,0,1,1,3
Q9LDH3,1,1,1,1,4
Q9LDI3,1,1,1,1,4
Q9LDK9,1,1,1,1,4
Q9LDM2,0,1,1,1,3
Q9LDN0,0,1,1,0,2
Q9LDU6,0,0,0,1,1
Q9LDY2,1,0,0,0,1
Q9LDY5,1,1,1,1,4
Q9LE22,0,1,1,0,2
Q9LE82,1,0,0,0,1
Q9LEB3,0,1,0,0,1
Q9LEB4,0,0,1,0,1
Q9LEJ0,0,0,1,0,1
Q9LEK8,1,1,1,1,4
Q9LEM9,0,0,0,1,1
Q9LEN0,1,1,1,0,3
Q9LEQ3,0,0,1,0,1
Q9LES4,0,0,1,1,2
Q9LET7,0,0,0,1,1
Q9LEU4,1,0,1,0,2
Q9LEV7,1,1,1,0,3
Q9LEW8,1,1,1,0,3
Q9LEX1,0,1,0,0,1
Q9LEY9,1,0,1,1,3
Q9LF30,0,1,0,0,1
Q9LF54,0,0,1,0,1
Q9LF55,0,1,0,0,1
Q9LF61,1,0,0,0,1
Q9LF98,1,0,0,0,1
Q9LFB8,1,1,1,1,4
Q9LFC5,1,1,1,1,4
Q9LFE0,1,1,0,1,3
Q9LFF1,0,1,1,1,3
Q9LFG1,0,0,0,1,1
Q9LFG8,1,0,0,0,1
Q9LFH6,1,1,1,0,3
Q9LFM5,1,0,0,0,1
Q9LFN3,1,1,1,1,4
Q9LFN6,0,0,1,1,2
Q9LFP1,0,1,0,1,2
Q9LFP3,1,0,0,0,1
Q9LFV6,1,1,1,1,4
Q9LG23,1,0,0,0,1
Q9LG26,1,1,1,0,3
Q9LGZ2,1,0,1,1,3
Q9LH39,1,0,1,0,2
Q9LH76,1,1,1,0,3
Q9LHD2,1,1,1,1,4
Q9LHE5,1,1,1,1,4
Q9LHG8,1,1,1,1,4
Q9LHG9,1,0,0,0,1
Q9LHH7,1,1,1,1,4
Q9LHK4,1,0,0,0,1
Q9LHN7,1,0,1,1,3
Q9LHP1,0,0,0,1,1
Q9LHP4,0,0,0,1,1
Q9LHQ7,0,1,0,0,1
Q9LHT0,0,1,0,0,1
Q9LI61,0,0,1,1,2
Q9LI84,0,1,0,0,1
Q9LIA4,1,0,0,1,2
Q9LIA8,0,0,1,0,1
Q9LIB2,1,0,0,0,1
Q9LIC2,1,1,1,1,4
Q9LIC6,0,0,1,1,2
Q9LID0,1,0,0,0,1
Q9LID6,1,0,0,0,1
Q9LIE4,0,1,0,0,1
Q9LIG0,1,1,1,1,4
Q9LIK5,0,0,0,1,1
Q9LIQ7,1,0,1,1,3
Q9LIR6,1,0,0,0,1
Q9LIR9,0,1,1,1,3
Q9LIS2,0,0,1,0,1
Q9LJ45,1,0,1,0,2
Q9LJ87,1,0,0,0,1
Q9LJD8,1,1,1,1,4
Q9LJI2,0,0,1,0,1
Q9LJL3,1,1,1,1,4
Q9LJM4,0,0,0,1,1
Q9LJN4,0,0,1,1,2
Q9LJN8,1,0,0,0,1
Q9LJU2,1,0,0,0,1
Q9LJU7,1,1,1,1,4
Q9LJX4,1,1,1,1,4
Q9LJX8,1,1,1,1,4
Q9LK03,0,0,0,1,1
Q9LK09,1,1,1,1,4
Q9LK16,0,0,1,0,1
Q9LK23,0,0,1,1,2
Q9LK25,1,1,1,1,4
Q9LK34,1,0,0,0,1
Q9LK57,0,1,0,0,1
Q9LK58,0,0,1,0,1
Q9LK64,0,0,0,1,1
Q9LK65,1,1,1,1,4
Q9LK90,0,0,1,0,1
Q9LK94,1,1,1,0,3
Q9LKA3,0,1,1,1,3
Q9LKB9,1,1,1,1,4
Q9LKI5,0,1,0,0,1
Q9LKI7,1,0,0,0,1
Q9LKJ1,1,0,0,0,1
Q9LKJ3,1,0,0,0,1
Q9LKR3,0,1,1,0,2
Q9LKU8,1,0,0,0,1
Q9LKW9,1,1,1,1,4
Q9LL84,0,0,1,0,1
Q9LLY4,1,0,1,1,3
Q9LM02,1,1,1,1,4
Q9LM25,1,0,1,1,3
Q9LM66,0,1,1,1,3
Q9LM92,1,1,1,1,4
Q9LMA1,1,1,1,1,4
Q9LMI0,0,1,1,0,2
Q9LMI3,1,0,0,0,1
Q9LMI7,0,0,1,0,1
Q9LML7,0,0,1,1,2
Q9LMN7,0,0,1,0,1
Q9LMR3,1,1,1,0,3
Q9LMT1,1,1,1,1,4
Q9LMT2,1,1,1,1,4
Q9LN20,0,1,1,1,3
Q9LN22,1,0,0,0,1
Q9LN49,0,0,1,0,1
Q9LN71,1,1,1,0,3
Q9LNB6,1,1,1,0,3
Q9LNC5,0,0,1,0,1
Q9LND7,1,1,1,1,4
Q9LNF4,1,0,0,1,2
Q9LNJ3,1,0,0,0,1
Q9LNK7,0,0,0,1,1
Q9LNQ4,1,0,1,0,2
Q9LNV5,1,1,0,0,2
Q9LP24,1,1,0,1,3
Q9LP45,1,1,1,1,4
Q9LPC1,0,0,1,0,1
Q9LPC5,0,1,1,0,2
Q9LPC7,0,0,1,1,2
Q9LPD9,1,0,0,0,1
Q9LPK5,1,0,0,0,1
Q9LPL5,0,0,1,0,1
Q9LPN5,1,0,1,1,3
Q9LPT6,1,0,1,1,3
Q9LPV5,1,1,1,1,4
Q9LPX2,1,1,1,1,4
Q9LQ02,0,1,0,1,2
Q9LQ04,0,1,1,1,3
Q9LQ14,1,1,1,1,4
Q9LQ15,1,1,0,1,3
Q9LQ16,1,1,1,1,4
Q9LQ92,0,0,0,1,1
Q9LQK0,1,1,1,1,4
Q9LQK7,0,1,1,1,3
Q9LQN4,1,0,0,0,1
Q9LQQ9,0,1,0,0,1
Q9LQV2,0,0,1,1,2
Q9LQX2,1,1,0,0,2
Q9LR30,0,0,0,1,1
Q9LR64,1,1,1,1,4
Q9LR67,0,0,0,1,1
Q9LR75,1,1,1,1,4
Q9LR78,1,1,1,1,4
Q9LRA7,0,1,0,0,1
Q9LRE5,1,0,1,1,3
Q9LRE6,1,1,1,1,4
Q9LRI8,0,0,1,0,1
Q9LRN8,0,0,1,1,2
Q9LRP2,1,0,0,1,2
Q9LRR7,1,0,0,0,1
Q9LRT1,0,1,0,1,2
Q9LRV8,0,0,0,1,1
Q9LRZ4,1,0,0,0,1
Q9LS25,0,1,0,1,2
Q9LS39,0,0,0,1,1
Q9LS40,0,0,1,0,1
Q9LS88,0,0,1,0,1
Q9LS99,0,0,0,1,1
Q9LSD0,1,0,0,0,1
Q9LSE4,1,1,1,1,4
Q9LSJ2,1,0,0,0,1
Q9LSJ5,0,0,1,0,1
Q9LSJ6,1,0,0,0,1
Q9LSL9,1,1,1,1,4
Q9LSM5,0,1,1,1,3
Q9LSM9,1,0,0,1,2
Q9LSQ2,0,1,0,1,2
Q9LSQ5,0,1,1,0,2
Q9LSS3,0,0,1,0,1
Q9LSU0,0,1,0,0,1
Q9LSV0,1,1,1,1,4
Q9LSW8,1,1,0,0,2
Q9LSX4,1,1,1,1,4
Q9LSX7,0,0,1,0,1
Q9LT02,1,1,1,1,4
Q9LT08,0,0,0,1,1
Q9LT17,0,1,0,0,1
Q9LT25,1,1,1,1,4
Q9LT31,1,1,1,1,4
Q9LT35,1,1,1,1,4
Q9LT68,1,1,1,1,4
Q9LT77,1,0,1,1,3
Q9LT78,0,1,1,1,3
Q9LT81,1,0,0,1,2
Q9LTD8,1,1,1,1,4
Q9LTG5,0,0,1,0,1
Q9LTH2,0,0,0,1,1
Q9LTH7,0,1,0,0,1
Q9LTI3,1,1,1,1,4
Q9LTR9,1,0,1,0,2
Q9LTS6,1,1,1,1,4
Q9LTS7,0,1,1,1,3
Q9LTV6,0,1,1,1,3
Q9LTV8,0,1,0,0,1
Q9LTW0,1,0,0,0,1
Q9LTX3,1,0,0,0,1
Q9LTX4,1,1,1,1,4
Q9LTY1,0,1,0,0,1
Q9LU10,1,0,0,1,2
Q9LU44,0,1,1,1,3
Q9LU46,1,1,1,1,4
Q9LU47,1,0,0,0,1
Q9LU60,1,0,0,1,2
Q9LU85,0,1,1,1,3
Q9LU89,1,1,1,1,4
Q9LUD4,1,0,0,0,1
Q9LUD7,0,1,1,1,3
Q9LUF2,0,0,0,1,1
Q9LUH2,0,0,1,0,1
Q9LUJ4,0,1,0,1,2
Q9LUQ6,1,0,0,0,1
Q9LUR2,0,0,0,1,1
Q9LUR4,0,0,0,1,1
Q9LUT0,1,0,0,0,1
Q9LUT2,1,1,1,0,3
Q9LUW6,0,0,1,0,1
Q9LV03,1,1,0,0,2
Q9LV09,1,0,1,0,2
Q9LV16,0,0,1,1,2
Q9LV35,0,0,0,1,1
Q9LV93,1,1,1,1,4
Q9LVA7,1,1,0,1,3
Q9LVC3,0,0,0,1,1
Q9LVD0,1,0,1,0,2
Q9LVE2,1,0,1,0,2
Q9LVE4,1,1,1,1,4
Q9LVJ0,1,1,1,1,4
Q9LVK9,0,0,0,1,1
Q9LVM1,0,1,1,1,3
Q9LVN1,0,0,1,1,2
Q9LVN7,1,0,1,0,2
Q9LVP0,0,0,0,1,1
Q9LVQ5,0,0,1,1,2
Q9LVQ8,1,1,1,1,4
Q9LVV5,0,1,1,1,3
Q9LVW9,0,0,0,1,1
Q9LW07,1,0,1,0,2
Q9LW15,1,1,1,1,4
Q9LW26,0,1,1,0,2
Q9LW57,0,1,0,0,1
Q9LW62,1,0,0,0,1
Q9LW84,0,1,0,0,1
Q9LX20,0,1,0,0,1
Q9LX27,1,0,0,0,1
Q9LX29,1,0,0,0,1
Q9LX30,0,0,1,1,2
Q9LX31,1,1,1,1,4
Q9LX45,0,0,1,1,2
Q9LX49,0,1,0,0,1
Q9LX90,0,0,1,1,2
Q9LXA5,0,0,1,0,1
Q9LXA8,0,1,0,0,1
Q9LXC9,1,1,1,1,4
Q9LXF8,1,1,1,1,4
Q9LXG1,1,1,1,1,4
Q9LXH0,1,0,0,0,1
Q9LXI4,0,1,1,1,3
Q9LXI7,0,1,0,0,1
Q9LXT3,0,1,1,1,3
Q9LXT4,0,1,0,0,1
Q9LXT9,0,0,1,1,2
Q9LXW3,0,1,0,0,1
Q9LXY6,1,0,0,0,1
Q9LY32,0,0,1,0,1
Q9LY50,1,1,0,0,2
Q9LY51,1,0,0,0,1
Q9LY75,1,1,1,1,4
Q9LY77,1,0,0,0,1
Q9LY82,0,0,1,1,2
Q9LYA9,1,1,1,1,4
Q9LYG9,1,0,1,1,3
Q9LYJ9,1,1,1,1,4
Q9LYK2,1,0,0,0,1
Q9LYN7,1,1,1,1,4
Q9LYN8,0,0,0,1,1
Q9LYP1,1,0,0,0,1
Q9LYR2,1,0,0,1,2
Q9LYR5,1,1,1,1,4
Q9LYS2,1,0,0,0,1
Q9LYS6,0,0,1,0,1
Q9LYT1,0,0,1,1,2
Q9LYT2,1,0,0,1,2
Q9LYU8,1,0,1,1,3
Q9LYW5,1,1,1,1,4
Q9LYZ7,0,1,0,0,1
Q9LYZ9,1,1,1,1,4
Q9LZ06,0,0,1,1,2
Q9LZ08,0,1,0,0,1
Q9LZ17,0,1,1,0,2
Q9LZ82,1,1,1,1,4
Q9LZ98,1,1,1,1,4
Q9LZA6,1,1,1,1,4
Q9LZF6,0,0,1,0,1
Q9LZF7,0,1,0,1,2
Q9LZG0,1,0,1,1,3
Q9LZH9,0,1,0,0,1
Q9LZJ6,1,0,0,1,2
Q9LZK5,1,1,1,1,4
Q9LZQ9,1,1,1,1,4
Q9LZS3,1,1,1,1,4
Q9LZV8,1,0,0,0,1
Q9LZX6,1,0,1,1,3
Q9LZX8,1,0,0,0,1
Q9LZZ9,1,0,0,0,1
Q9M001,0,1,1,0,2
Q9M041,1,1,1,1,4
Q9M076,1,1,1,0,3
Q9M081,1,1,1,1,4
Q9M092,0,0,1,0,1
Q9M099,0,1,0,0,1
Q9M0E2,0,1,0,0,1
Q9M0E5,1,1,1,1,4
Q9M0E6,0,1,0,0,1
Q9M0F9,0,0,1,1,2
Q9M0M4,0,0,1,1,2
Q9M0N1,0,1,1,0,2
Q9M0N8,0,0,0,1,1
Q9M0R7,1,0,0,1,2
Q9M0S5,1,1,1,1,4
Q9M0V0,1,1,1,1,4
Q9M0V6,0,0,1,0,1
Q9M0Y6,1,0,0,0,1
Q9M0Y8,1,1,1,1,4
Q9M0Z3,1,1,0,0,2
Q9M101,0,1,0,0,1
Q9M1C7,1,0,0,1,2
Q9M1D8,0,0,0,1,1
Q9M1H3,1,1,1,1,4
Q9M1I6,0,0,1,0,1
Q9M1K2,1,1,1,1,4
Q9M1K5,0,1,1,1,3
Q9M1Q9,0,1,0,0,1
Q9M1R1,1,0,1,0,2
Q9M1R2,1,1,0,0,2
Q9M1V8,1,0,0,0,1
Q9M1V9,0,1,0,0,1
Q9M1X2,1,0,0,0,1
Q9M209,1,0,0,0,1
Q9M271,0,1,1,1,3
Q9M291,1,1,0,0,2
Q9M2D2,1,1,1,0,3
Q9M2E2,0,1,1,1,3
Q9M2F1,1,1,0,1,3
Q9M2F9,0,0,1,0,1
Q9M2G7,1,1,1,1,4
Q9M2J5,0,0,1,0,1
Q9M2J9,0,0,0,1,1
Q9M2P7,1,0,0,0,1
Q9M2S6,0,1,1,0,2
Q9M2T9,1,1,1,1,4
Q9M2V9,1,0,0,0,1
Q9M2Z1,1,0,0,1,2
Q9M302,0,1,0,0,1
Q9M304,1,1,1,1,4
Q9M306,1,0,0,0,1
Q9M330,0,0,0,1,1
Q9M339,0,0,1,0,1
Q9M354,1,1,1,1,4
Q9M390,1,1,1,1,4
Q9M3D2,0,1,0,0,1
Q9M3G7,1,1,1,1,4
Q9M3H5,1,1,1,0,3
Q9M3V8,0,1,0,0,1
Q9M401,0,0,1,0,1
Q9M427,0,0,0,1,1
Q9M4A1,0,0,1,1,2
Q9M4B5,1,1,1,1,4
Q9M4G4,1,1,1,0,3
Q9M571,0,1,1,1,3
Q9M5A9,1,0,0,1,2
Q9M5P5,0,0,0,1,1
Q9M622,1,1,1,1,4
Q9M643,0,1,1,1,3
Q9M647,0,0,0,1,1
Q9M682,1,0,0,0,1
Q9M7R0,1,1,1,1,4
Q9M7X7,0,0,0,1,1
Q9M841,0,0,0,1,1
Q9M888,1,1,1,1,4
Q9M8D3,1,1,1,1,4
Q9M8J2,1,1,1,1,4
Q9M8J9,1,1,1,1,4
Q9M8K7,1,1,1,1,4
Q9M8L9,1,1,1,1,4
Q9M8R7,0,1,0,0,1
Q9M8S6,1,1,1,0,3
Q9M8S8,0,1,0,0,1
Q9M8T3,1,0,0,0,1
Q9M8T9,1,1,1,1,4
Q9M8U1,0,1,0,1,2
Q9M8Y0,0,1,1,1,3
Q9M8Z5,0,1,1,1,3
Q9M8Z7,1,1,1,1,4
Q9M907,1,1,1,1,4
Q9M9A8,0,0,0,1,1
Q9M9C5,0,0,0,1,1
Q9M9E1,0,0,1,0,1
Q9M9E8,1,1,1,1,4
Q9M9G6,0,1,1,1,3
Q9M9H6,1,1,0,0,2
Q9M9H7,0,1,1,0,2
Q9M9Q6,1,1,0,1,3
Q9M9W1,0,0,1,1,2
Q9M9W8,1,1,0,1,3
Q9M9W9,1,1,1,1,4
Q9M9X9,1,0,0,0,1
Q9M9Y8,1,1,1,1,4
Q9MA15,1,1,1,1,4
Q9MA55,1,0,1,1,3
Q9MA79,1,0,1,0,2
Q9MA87,0,0,1,0,1
Q9MA90,1,1,1,1,4
Q9MA96,1,0,0,0,1
Q9MAA2,1,1,1,1,4
Q9MAC9,0,1,1,0,2
Q9MAG3,1,1,1,1,4
Q9MAG8,0,0,0,1,1
Q9MAH1,1,0,0,0,1
Q9MAH3,1,1,1,1,4
Q9MAH4,0,0,1,0,1
Q9MAK9,1,0,0,0,1
Q9MAM1,0,0,0,1,1
Q9MAM3,0,1,0,0,1
Q9MAQ3,1,1,1,1,4
Q9MAS5,1,0,0,0,1
Q9MAT5,1,1,1,1,4
Q9MAX3,0,0,1,0,1
Q9MAY3,1,0,1,0,2
Q9MB46,0,0,1,1,2
Q9MB58,1,1,1,1,4
Q9MBA3,0,0,0,1,1
Q9MBF8,1,1,1,1,4
Q9MBH1,0,1,0,0,1
Q9MSC0,1,0,0,0,1
Q9MSC1,1,0,0,0,1
Q9MSC2,0,1,0,1,2
Q9MUT3,0,0,1,0,1
Q9MYU4,0,0,1,0,1
Q9MZ19,1,1,1,1,4
Q9MZS1,1,1,1,1,4
Q9MZS9,0,1,1,0,2
Q9MZT1,0,1,0,0,1
Q9N010,0,0,1,0,1
Q9N0A4,1,1,1,0,3
Q9N0E7,1,1,1,0,3
Q9N121,0,0,1,0,1
Q9N1F2,0,0,1,1,2
Q9N1F5,0,1,0,1,2
Q9N1Q9,1,1,1,1,4
Q9N1R0,1,1,1,1,4
Q9N1T2,0,1,0,1,2
Q9N2D2,1,0,0,0,1
Q9N2D3,1,0,1,0,2
Q9N2J2,0,1,1,0,2
Q9N2L7,1,0,0,0,1
Q9N3Q8,0,1,1,0,2
Q9N3T2,0,0,1,1,2
Q9N4I0,0,1,0,0,1
Q9N589,0,0,1,0,1
Q9N5K2,0,0,1,1,2
Q9NAA7,0,0,1,0,1
Q9NAH6,1,1,0,0,2
Q9NAM7,0,0,0,1,1
Q9NB31,0,0,1,0,1
Q9NDH7,0,1,1,1,3
Q9NDJ2,1,0,1,1,3
Q9NEN6,0,0,0,1,1
Q9NES8,1,1,1,1,4
Q9NF14,1,0,1,1,3
Q9NFN6,0,0,1,1,2
Q9NFU0,0,0,1,0,1
Q9NG98,1,0,0,0,1
Q9NGP4,1,1,1,0,3
Q9NGP5,0,0,1,1,2
Q9NGQ2,1,1,1,1,4
Q9NH03,0,1,0,0,1
Q9NHD5,0,1,1,1,3
Q9NHW7,1,1,1,1,4
Q9NIF3,0,1,1,1,3
Q9NII1,0,0,0,1,1
Q9NIV1,0,0,1,1,2
Q9NJ15,1,1,1,1,4
Q9NJU9,1,1,1,1,4
Q9NJV4,0,0,1,1,2
Q9NKV0,0,1,0,1,2
Q9NKW1,1,1,1,1,4
Q9NP64,0,1,1,1,3
Q9NP78,0,1,1,0,2
Q9NP86,1,0,0,0,1
Q9NP97,0,1,0,1,2
Q9NPC3,1,0,0,0,1
Q9NQ11,0,1,0,0,1
Q9NQ29,1,0,0,0,1
Q9NQ36,1,1,1,0,3
Q9NQ40,0,0,0,1,1
Q9NQ55,1,0,0,0,1
Q9NQE7,1,1,1,1,4
Q9NQL2,0,1,1,0,2
Q9NQQ7,1,0,1,1,3
Q9NQR4,0,0,0,1,1
Q9NQT4,0,1,1,0,2
Q9NQT8,1,1,1,1,4
Q9NQZ5,0,1,0,0,1
Q9NR09,0,1,1,1,3
Q9NR20,0,1,1,1,3
Q9NR21,1,0,1,1,3
Q9NR22,0,0,0,1,1
Q9NR30,1,1,1,1,4
Q9NR45,0,0,1,0,1
Q9NR71,1,0,1,1,3
Q9NR82,1,0,0,1,2
Q9NRG4,1,1,0,1,3
Q9NRK6,1,0,1,0,2
Q9NRL3,0,1,1,1,3
Q9NRN7,0,1,0,1,2
Q9NRP7,0,1,1,0,2
Q9NRR5,1,0,0,0,1
Q9NRW4,0,0,1,1,2
Q9NS40,1,1,1,1,4
Q9NSA2,1,1,1,1,4
Q9NSI6,1,0,0,0,1
Q9NSK0,1,0,1,1,3
Q9NTG7,1,0,0,0,1
Q9NTI2,1,1,1,0,3
Q9NTJ3,0,0,1,0,1
Q9NU02,0,0,1,1,2
Q9NU19,1,0,0,0,1
Q9NU22,0,1,1,0,2
Q9NUD9,0,1,0,0,1
Q9NUJ7,0,1,0,0,1
Q9NUN7,1,0,1,1,3
Q9NUP7,0,0,0,1,1
Q9NUQ8,1,0,1,0,2
Q9NUV9,1,1,1,1,4
Q9NUW8,1,0,0,0,1
Q9NUZ1,1,1,1,0,3
Q9NV23,1,0,0,1,2
Q9NV31,1,1,1,1,4
Q9NV66,1,0,1,0,2
Q9NVC3,0,0,1,0,1
Q9NVE7,1,0,0,0,1
Q9NVG8,1,1,1,0,3
Q9NVH0,0,0,0,1,1
Q9NVI7,0,0,0,1,1
Q9NVM4,0,0,1,0,1
Q9NVM6,1,0,0,0,1
Q9NVN8,0,0,1,0,1
Q9NVU0,0,1,0,0,1
Q9NVU7,1,1,1,0,3
Q9NVV4,1,0,0,0,1
Q9NVW2,0,1,0,0,1
Q9NW08,0,0,1,0,1
Q9NW15,1,0,1,1,3
Q9NWF9,0,1,1,0,2
Q9NWL6,0,1,1,0,2
Q9NWS0,0,1,1,1,3
Q9NWS8,0,0,1,0,1
Q9NWT6,1,1,1,1,4
Q9NWZ3,1,0,1,1,3
Q9NX36,1,1,0,0,2
Q9NX58,1,0,1,1,3
Q9NX74,0,1,1,0,2
